Company Name,Rating,No_of_Reviews,No_of_Followers,Tags,Type,Year Founded,Company Size,HQ Location,Website,Company Type
Acme College Engineering,,,0,"Education / Training, Private, Corporate, B2C",Private,1990 (34 yrs old),201-500,,http://www.acmece.com,Corporate
MatexNet,3.8,(30 reviews),0,"Advertising & Marketing, Financial Services, Private, Corporate, B2B",Private,1995 (29 yrs old),51-200,,https://www.matexnet.com,Corporate
Woodpecker Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,1991 (33 yrs old),Nov-50,,http://www.woodpeckertechnologies.com/,Corporate
Aakash Educational Services (AESL),3.6,(2.7K reviews),26.6K followers ,"e-Learning / EdTech, Private, Corporate, B2C",Private,1988 (36 yrs old),10001-50000,,http://www.aakash.ac.in/,Corporate
Imeg Corporation,4.1,(37 reviews),0,"Design, Private, Corporate, B2B",Private,1955 (69 yrs old),Nov-50,,http://www.imegcorp.com,Corporate
Dmi Finance,3.6,(71 reviews),0,"NBFC, Private, Corporate, B2C, B2B",Private,2008 (16 yrs old),501-1000,,https://www.dmifinance.in,Corporate
SEABIRD LOGISOLUTIONS,3.7,(175 reviews),0,"Courier / Logistics, Public, Corporate, B2B",Public,2005 (19 yrs old),51-200,,http://seabirdlogisolutions.com/,Corporate
MagicWorks,4.6,(3 reviews),0,"Advertising & Marketing, Private, Corporate, B2C, B2B",Private,2006 (18 yrs old),Nov-50,,http://magicworksitsolutions.com,Corporate
A2Z Infraservices,3.9,(149 reviews),0,"Facility Management Services, Public, Corporate, B2B",Public,2002 (22 yrs old),10001-50000,,https://www.a2zinfraservices.co.in/,Corporate
Cube Construction Engineering,,,0,"Engineering & Construction, Public, Corporate, B2C, B2B",Public,1994 (30 yrs old),5001-10000,,http://www.ccel.in/,Corporate
Unison,3.6,(36 reviews),0,"Insurance, Financial Services, Private, Corporate, B2C, B2B",Private,1998 (26 yrs old),201-500,,http://www.unisoninsurance.net,Corporate
Celon ,,,0,"Pharmaceutical & Life Sciences, Financial Services, Private, Corporate, B2B",Private,2007 (17 yrs old),501-1000,,http://www.celonlabs.com/,Corporate
Mawai Infotech,3.8,(68 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,1998 (26 yrs old),51-200,,https://www.mawai.com,Corporate
Mahindra First Choice,3.8,(736 reviews),10.9K followers ,"Automobile, Internet, Private, Corporate, B2C, Soonicorn",Private,1994 (30 yrs old),501-1000,,,Corporate
OmniActive Health Technologies,3.6,(176 reviews),0,"Fitness & Wellness, Food Processing, Internet, Public, Corporate, B2C",Public,2004 (20 yrs old),201-500,,http://www.omniactives.com,Corporate
Gadgetshieldz,4.2,(17 reviews),0,"Internet, Private, Corporate, B2C, E-commerce",Private,2009 (15 yrs old),Nov-50,,,Corporate
Biz2Credit,3.6,(219 reviews),16.9K followers ,"Financial Services, Private, Corporate, B2B",Private,2007 (17 yrs old),201-500,"New York, United States (USA)",https://www.biz2credit.com/,Corporate
Haldyn Glass,4.1,(43 reviews),0,"Packaging & Containers, Building Material, Public, Corporate, B2C",Public,1991 (33 yrs old),201-500,,http://www.haldynglass.com/,Corporate
Melstar Information Technologies,,,0,"IT Services & Consulting, Public, Corporate, B2C, B2B",Public,1986 (38 yrs old),201-500,,http://www.melstar.com/,Corporate
Faze Three,3.8,(87 reviews),0,"Textile & Apparel, Public, Corporate, B2C",Public,1982 (42 yrs old),501-1000,,https://www.fazethree.com/,Corporate
G Plast,3.7,(87 reviews),0,"Electronics Manufacturing, Private, Corporate, B2B",Private,1984 (40 yrs old),51-200,"Coimbatore, Tamil Nadu",http://www.gplast.com/,Corporate
Space Matrix Design Consultants,3.7,(103 reviews),0,"Real Estate, Private, Corporate, B2B",Private,2001 (23 yrs old),501-1000,,http://www.spacematrix.com,Corporate
Nagarjuna Construction Company (NCC),4.2,(3.2K reviews),19.5K followers ,"Engineering & Construction, Public, Corporate, B2C, B2B, Conglomerate",Public,1998 (26 yrs old),5001-10000, Hyderabad,http://www.ncclimited.com,Corporate
NRB BEARINGS,4.2,(500 reviews),0,"Auto Components, Industrial Equipment / Machinery, Public, Corporate, B2B",Public,1965 (59 yrs old),1001-5000,,http://www.nrbbearings.com,Corporate
Walking Tree,3.9,(183 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2008 (16 yrs old),51-200,"Hyderabad / Secunderabad, Telangana",https://walkingtree.tech/,Corporate
Kan Biosys,,,0,"Biotechnology, Private, Corporate, B2B",Private,2005 (19 yrs old),51-200,,,Corporate
Macpower,,,0,"Industrial Equipment / Machinery, Public, Corporate, B2B",Public,2003 (21 yrs old),201-500,,http://www.macpowercnc.com,Corporate
Wealth Clinic,,,0,"Real Estate, Private, Corporate, B2C",Private,2012 (12 yrs old),501-1000,,https://wealth-clinic.com,Corporate
Vlink,4,(74 reviews),0,"IT Services & Consulting, Emerging Technologies, Private, Corporate, B2B",Private,2006 (18 yrs old),501-1000,,http://www.vlinkinfo.com,Corporate
Buddy4Study,,,149 followers ,"e-Learning / EdTech, Internet, Private, Corporate, B2C, Minicorn",Private,2011 (13 yrs old),Nov-50,,,Corporate
Shiv Nadar University,4.4,(79 reviews),2.5K followers ,"Education / Training, Private, Corporate, B2C",Private,2011 (13 yrs old),201-500,,http://www.snu.edu.in,Corporate
ICCS,,,0,"BPO / Call Centre, LLP, Corporate, B2C, B2B",Private,2005 (19 yrs old),1001-5000,Noida,https://www.iccs-bpo.com/,Corporate
Skets Studio,4.2,(165 reviews),0,"Architecture / Interior Design, Private, Corporate, B2B",Private,2005 (19 yrs old),501-1000,,http://www.sketsstudio.com,Corporate
Team Thai,3.6,(49 reviews),0,"FMCG, Private, Corporate, B2C, B2B",Private,1984 (40 yrs old),201-500,,http://teamthai.in/,Corporate
Logicon Technosolutions,4.6,(29 reviews),0,"Industrial Automation, Private, Corporate, B2B",Private,2004 (20 yrs old),51-200,,https://www.logicontech.com,Corporate
Step By Step School,4.5,(40 reviews),0,"Education / Training, Private, Corporate, B2C",Private,1997 (27 yrs old),51-200,,http://www.stepbystep.education,Corporate
SPI CINEMAS,4.7,(69 reviews),0,"Film / Music / Entertainment, Private, Corporate, B2C, B2B",Private,1991 (33 yrs old),201-500,,https://www.spicinemas.in/,Corporate
DTC Projects,3.8,(133 reviews),0,"Real Estate, Architecture / Interior Design, Financial Services, Metals & Mining, Courier / Logistics, Private, Corporate, B2C, B2B",Private,1970 (54 yrs old),51-200,"Calcutta, India",https://www.dtcgroup.in/,Corporate
Isolve Technologies,,,0,"IT Services & Consulting, Software Product, Private, Corporate, B2B",Private,2004 (20 yrs old),501-1000,"Chennai, India",https://isolveglobal.com/,Corporate
Scintilla Kreations,,,0,"Advertising & Marketing, Private, Corporate, B2B",Private,2005 (19 yrs old),51-200,,https://www.scintilladigi.com/,Corporate
Aimil,,,0,"Pharmaceutical & Life Sciences, Engineering & Construction, Private, Corporate, B2B",Private,1932 (92 yrs old),501-1000,,https://www.aimil.com/,Corporate
The George Telegraph Training Institute (GTTI),,,0,"Education / Training, Private, Corporate, B2C",Private,1920 (104 yrs old),1001-5000,,https://www.georgetelegraph.org/,Corporate
RG Stone Urology & Laparoscopy Hospital,4.5,(162 reviews),0,"Medical Services / Hospital, Private, Corporate, B2C",Private,1986 (38 yrs old),201-500,,http://www.rghospitals.com,Corporate
ClearTrail Technologies,3.8,(58 reviews),0,"Emerging Technologies, IT Services & Consulting, Private, Corporate, B2B",Private,2001 (23 yrs old),201-500,,http://www.clear-trail.com,Corporate
SRV Media,,,0,"Advertising & Marketing, Private, Corporate",Private,2011 (13 yrs old),201-500,"Pune, India",https://www.srvmedia.com/about-us/,Corporate
Sri Chaitanya Educational Institutions,3.8,(811 reviews),0,"Education / Training, Private, Corporate, B2C",Private,1986 (38 yrs old),1001-5000,,https://srichaitanya.net/,Corporate
Kauvery Hospital,4,(289 reviews),330 followers ,"Medical Services / Hospital, Public, Corporate, B2C",Public,1999 (25 yrs old),1001-5000,"Chennai, India",http://www.kauveryhospital.com,Corporate
Viaante Business Solutions,,,0,"BPO / Call Centre, Financial Services, Telecom / ISP, Medical Services / Hospital, IT Services & Consulting, Management Consulting, Private, Corporate, B2B",Private,2011 (13 yrs old),501-1000,"Mumbai, Maharashtra",http://www.viaante.com,Corporate
Asian Contec,3.6,(17 reviews),0,"Industrial Equipment / Machinery, Engineering & Construction, Public, Corporate, B2B",Public,1983 (41 yrs old),Nov-50,,https://www.stanlay.in,Corporate
Brainstorm Force,4.6,(11 reviews),0,"IT Services & Consulting, Advertising & Marketing, Private, Corporate, B2B",Private,2009 (15 yrs old),Nov-50,,http://www.brainstormforce.com,Corporate
Irisidea,4.5,(5 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2010 (14 yrs old),Nov-50,,https://www.irisidea.com,Corporate
The Digital Group Infotech,3.7,(85 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,1999 (25 yrs old),501-1000,,https://www.thedigitalgroup.com,Corporate
IKF Finance,3.9,(265 reviews),0,"NBFC, Public, Corporate, B2C, B2B",Public,1991 (33 yrs old),1001-5000,,,Corporate
Somic ZF Components,4.2,(238 reviews),0,"Auto Components, Iron & Steel, Industrial Equipment / Machinery, Private, Corporate, B2B",Private,1995 (29 yrs old),201-500,,http://www.somiczfindia.com/#top,Corporate
Pharmaffiliates,,,0,"Pharmaceutical & Life Sciences, Analytics / KPO / Research, Private, Corporate, B2C, B2B",Private,2006 (18 yrs old),51-200,,https://www.pharmaffiliates.com/,Corporate
Ray Business Technologies,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2008 (16 yrs old),201-500,,https://www.raybiztech.com/,Corporate
Procon India,,,0,"Oil & Gas, Recruitment / Staffing, Private, Corporate, B2B",Private,1993 (31 yrs old),51-200,,http://www.proconIndia.com,Corporate
Tekzee,4.8,(7 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2001 (23 yrs old),51-200,,http://www.tekzee.com,Corporate
Sasken Technologies,,,3.2K followers ,"IT Services & Consulting, Telecom / ISP, Analytics / KPO / Research, Engineering & Construction, Public, Corporate, B2B",Public,1989 (35 yrs old),1001-5000, Bengaluru,https://www.sasken.com/,Corporate
Merlinhawk Aerospace,3.6,(20 reviews),0,"Defence & Aerospace, Industrial Equipment / Machinery, Urban Transport, Private, Corporate, B2B",Private,2002 (22 yrs old),51-200,,http://www.merlinhawkaerospace.com,Corporate
CMARIX TechnoLabs,4.2,(18 reviews),0,"IT Services & Consulting, Analytics / KPO / Research, Private, Corporate, B2B",Private,2009 (15 yrs old),51-200,,https://www.cmarix.com/,Corporate
Wildlife SOS,,,0,"NGO / Social Services / Industry Associations, NGO/NPO, Corporate, B2C, B2B",NGO/NPO,1995 (29 yrs old),51-200,,,Corporate
Kirloskar Oil Engines (KOEL),4.2,(832 reviews),639 followers ,"Industrial Equipment / Machinery, Public, Corporate, Indian MNC, B2C, B2B",Public,1946 (78 yrs old),1001-5000,"Pune, Maharashtra",http://koel.kirloskar.com/,Corporate
Fountainhead School (FS),4.3,(31 reviews),0,"Education / Training, NGO/NPO, Corporate, B2C",NGO/NPO,2005 (19 yrs old),501-1000,,https://www.fountainheadschools.org,Corporate
Ecosmob Technologies,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2006 (18 yrs old),51-200,,http://www.ecosmob.com,Corporate
Duroply Industries,4.3,(60 reviews),0,"Building Material, Public, Corporate, B2C, B2B",Public,1957 (67 yrs old),201-500,,http://www.duroply.in,Corporate
Piaggio,3.7,(859 reviews),2.7K followers ,"Automobile, Private, Corporate, B2C",Private,1884 (140 yrs old),1001-5000,,http://www.piaggio-cv.co.in/,Corporate
Zorba the Buddha,,,0,"NGO / Social Services / Industry Associations, NGO/NPO, Corporate, B2C",NGO/NPO,2008 (16 yrs old),Nov-50,,,Corporate
KisanKraft Machine Tools,4,(191 reviews),0,"Industrial Equipment / Machinery, Agriculture / Forestry / Fishing, Private, Corporate, B2B",Private,2005 (19 yrs old),51-200,,https://www.kisankraft.com/,Corporate
Eccentric Engine,3.6,(11 reviews),0,"Emerging Technologies, Private, Corporate, B2B",Private,2012 (12 yrs old),Nov-50,,https://eccentricengine.com/,Corporate
Kimia Biosciences,,,0,"Pharmaceutical & Life Sciences, Private, Corporate, B2B",Private,1993 (31 yrs old),201-500,,http://www.kimiabiosciences.com,Corporate
Paramatrix Technologies,4.4,(162 reviews),0,"Software Product, Private, Corporate, B2B",Private,2004 (20 yrs old),1001-5000,,http://www.paramatrix.com,Corporate
VMAX India,4.7,(13 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2008 (16 yrs old),01-Oct,,https://vmaxindia.com/,Corporate
Indian Mesh,,,0,"Hardware & Networking, IT Services & Consulting, Private, Corporate, B2B",Private,2011 (13 yrs old),51-200,,https://www.indianmesh.com/,Corporate
Chrysalis High,4.6,(228 reviews),0,"Education / Training, Private, Corporate, B2C",Private,2010 (14 yrs old),51-200,,https://www.chrysalishigh.com/,Corporate
Udgam School for Children,4.1,(16 reviews),0,"e-Learning / EdTech, Education / Training, Private, Corporate, B2C",Private,1965 (59 yrs old),51-200,,http://udgamschool.com,Corporate
Apis India,4,(116 reviews),0,"Food Processing, Hardware & Networking, Software Product, Public, Corporate, B2C, B2B",Public,1924 (100 yrs old),201-500,,http://www.apisindia.com/,Corporate
Tagros Chemicals India,3.8,(306 reviews),0,"Fertilizers / Pesticides / Agro chemicals, Chemicals, Private, Corporate, B2B",Private,2004 (20 yrs old),501-1000,,,Corporate
Meghmani Organics,3.9,(338 reviews),0,"Chemicals, Public, Corporate, B2B",Public,1986 (38 yrs old),1001-5000,,http://www.meghmani.com/,Corporate
Transsion,4.2,(544 reviews),0,"Consumer Electronics & Appliances, Analytics / KPO / Research, Public, Corporate, B2C, B2B",Public,2006 (18 yrs old),1001-5000,,http://www.transsion.com,Corporate
Elite Wealth Advisors,3.7,(37 reviews),0,"Financial Services, Private, Corporate, B2C, B2B",Private,1990 (34 yrs old),501-1000,,http://www.elitewealth.in,Corporate
Aerial Telecom Solutions (ATS),4.4,(806 reviews),0,"Telecom / ISP, Private, Corporate, B2C, B2B",Private,2010 (14 yrs old),5001-10000,"Mohali, Punjab",https://aerialtelecom.in/,Corporate
V3Cube,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2005 (19 yrs old),Nov-50,,https://www.v3cube.com,Corporate
Anvita Tours2Health,,,0,"Advertising & Marketing, Private, Corporate, B2B",Private,2009 (15 yrs old),Nov-50,,http://www.tours2health.org,Corporate
ANR Software,4.3,(191 reviews),0,"IT Services & Consulting, Software Product, Private, Corporate, B2B",Private,2004 (20 yrs old),201-500,"Noida, India",,Corporate
DHARAMPAL PREMCHAND (BABA),4.3,(313 reviews),0,"FMCG, Private, Corporate, B2C",Private,1929 (95 yrs old),201-500,,http://www.baba.in,Corporate
Lopez Design,,,0,"Design, Private, Corporate, B2C",Private,1997 (27 yrs old),Nov-50,,http://www.lopezdesign.com,Corporate
C D Integrated Services,,,0,"Investment Banking / Venture Capital / Private Equity, Public, Corporate, B2B",Public,1999 (25 yrs old),51-200,,http://www.cdintegrated.com,Corporate
Kama Ayurveda,4,(138 reviews),1K followers ,"Beauty & Personal Care, Retail, Private, Corporate, B2C",Private,2002 (22 yrs old),51-200,,,Corporate
Niyogin Fintech,3.6,(35 reviews),0,"Financial Services, Public, Corporate, B2B",Public,2017 (7 yrs old),51-200,,http://www.niyogin.in,Corporate
Vimta Labs,,,0,"Miscellaneous, Analytics / KPO / Research, Public, Corporate, B2B",Public,1984 (40 yrs old),1001-5000,,https://www.vimta.com,Corporate
Aimil,,,0,"Pharmaceutical & Life Sciences, Engineering & Construction, Private, Corporate, B2B",Private,1932 (92 yrs old),501-1000,,https://www.aimil.com/,Corporate
HM Constructions,3.8,(87 reviews),0,"Engineering & Construction, Real Estate, Corporate, B2C, B2B",,1991 (33 yrs old),501-1000,,http://www.hmconstructions.com,Corporate
Edataindia,3.8,(20 reviews),0,"BPO / Call Centre, Private, Corporate, B2B",Private,2006 (18 yrs old),Nov-50,,http://www.edataindia.com/,Corporate
Kay Jay Forgings,3.9,(139 reviews),0,"Auto Components, Automobile, Import & Export, Private, Corporate, B2B",Private,1988 (36 yrs old),201-500,,http://www.kayjayforgings.com,Corporate
Fortis,4.1,(1.9K reviews),62.8K followers ,"Medical Services / Hospital, Public, Corporate, B2C",Public,1996 (28 yrs old),10001-50000,,http://www.fortishealthcare.com/,Corporate
Websitica Technologies,,,0,"IT Services & Consulting, Internet, LLP, Corporate, B2B",LLP,2016 (8 yrs old),Nov-50,,https://websitica.com/,Corporate
Ascentrik Research Services,,,0,"IT Services & Consulting, Analytics / KPO / Research, Private, Corporate, B2B",Private,2010 (14 yrs old),51-200,,http://www.ascentrik.com,Corporate
MEDALL,,,0,"Medical Services / Hospital, Private, Corporate, B2C",Private,1994 (30 yrs old),1001-5000,,https://www.medall.in/,Corporate
Karur Vysya Bank,3.7,(790 reviews),733 followers ,"Banking, Financial Services, Public, Corporate, B2C, B2B",Public,1916 (108 yrs old),5001-10000,,,Corporate
Ethnus,3.8,(44 reviews),0,"e-Learning / EdTech, Corporate, B2C, B2B",,,,,,Corporate
Duruva Finance ,4.1,(28 reviews),0,"FinTech / Payments, Financial Services, Private, Corporate, B2C, B2B",Private,1995 (29 yrs old),51-200,,https://duruva.com/,Corporate
BOMBAY INTELLIGENCE SECURITY (BIS),3.7,(232 reviews),149 followers ,"Law Enforcement / Security Services, Private, Corporate, B2C, B2B",Private,1976 (48 yrs old),10001-50000,,,Corporate
AnG,4,(240 reviews),0,"Consumer Electronics & Appliances, Law Enforcement / Security Services, Public, Corporate, B2B",Public,1978 (46 yrs old),201-500,,http://www.angindia.in,Corporate
Ardanuy India,4.2,(20 reviews),0,"Engineering & Construction, Private, Corporate, B2B",Private,2010 (14 yrs old),51-200,,http://www.ardanuy.com/en/home,Corporate
Ashu Organics,,,0,"Chemicals, Private, Corporate, B2B",Private,1982 (42 yrs old),51-200,,https://www.ashuorganics.com/,Corporate
Arun Kapital Networks,3.9,(7 reviews),0,"Telecom / ISP, Corporate, B2B",Proprietorship,2012 (12 yrs old),51-200,,http://www.akn.co.in,Corporate
