Company Name,Rating,No_of_Reviews,No_of_Followers,Tags,Type,Year Founded,Company Size,HQ Location,Website,Company Type,company size category
Ceasefire,,,0,"Industrial Equipment / Machinery, Private, Corporate, B2C",Private,2002 (22 yrs old),1001-5000,,http://www.ceasefire.in,Corporate,Medium
Honesty Net Solutions,4.0,(10 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,1994 (30 yrs old),Nov-50,,,Corporate,Small
Sopra Banking Software,3.6,(190 reviews),328 followers ,"IT Services & Consulting, Public, Corporate, B2B",Public,2012 (12 yrs old),1001-5000,"Paris, Ile-de-France",https://www.soprabanking.com/,Corporate,Medium
Silverlink Technologies,4.3,(314 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2003 (21 yrs old),201-500,,http://www.silverlinktechnologies.com,Corporate,Medium
Denodo Technologies,4.6,(6 reviews),0,"Software Product, Private, Corporate, B2B",Private,1999 (25 yrs old),201-500,,http://www.denodo.com,Corporate,Medium
R.S Developers,,,0,"Real Estate, Private, Corporate, B2C, B2B",Private,1996 (28 yrs old),02-Oct,,,Corporate,Small
HELLA,4.1,(516 reviews),142 followers ,"Auto Components, Automobile, Consumer goods, Manufacturing, Electronics, Private, Corporate, B2B",Private,1899 (125 yrs old),10001-50000,,,Corporate,Large
Acme College Engineering,,,0,"Education / Training, Private, Corporate, B2C",Private,1990 (34 yrs old),201-500,,http://www.acmece.com,Corporate,Medium
MatexNet,3.8,(30 reviews),0,"Advertising & Marketing, Financial Services, Private, Corporate, B2B",Private,1995 (29 yrs old),51-200,,https://www.matexnet.com,Corporate,Small
Woodpecker Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,1991 (33 yrs old),Nov-50,,http://www.woodpeckertechnologies.com/,Corporate,Small
Aakash Educational Services (AESL),3.6,(2.7K reviews),26.6K followers ,"e-Learning / EdTech, Private, Corporate, B2C",Private,1988 (36 yrs old),10001-50000,,http://www.aakash.ac.in/,Corporate,Large
Imeg Corporation,4.1,(37 reviews),0,"Design, Private, Corporate, B2B",Private,1955 (69 yrs old),Nov-50,,http://www.imegcorp.com,Corporate,Small
Dmi Finance,3.6,(71 reviews),0,"NBFC, Private, Corporate, B2C, B2B",Private,2008 (16 yrs old),501-1000,,https://www.dmifinance.in,Corporate,Medium
SEABIRD LOGISOLUTIONS,3.7,(175 reviews),0,"Courier / Logistics, Public, Corporate, B2B",Public,2005 (19 yrs old),51-200,,http://seabirdlogisolutions.com/,Corporate,Small
MagicWorks,4.6,(3 reviews),0,"Advertising & Marketing, Private, Corporate, B2C, B2B",Private,2006 (18 yrs old),Nov-50,,http://magicworksitsolutions.com,Corporate,Small
A2Z Infraservices,3.9,(149 reviews),0,"Facility Management Services, Public, Corporate, B2B",Public,2002 (22 yrs old),10001-50000,,https://www.a2zinfraservices.co.in/,Corporate,Large
Cube Construction Engineering,,,0,"Engineering & Construction, Public, Corporate, B2C, B2B",Public,1994 (30 yrs old),5001-10000,,http://www.ccel.in/,Corporate,Medium
Unison,3.6,(36 reviews),0,"Insurance, Financial Services, Private, Corporate, B2C, B2B",Private,1998 (26 yrs old),201-500,,http://www.unisoninsurance.net,Corporate,Medium
Celon ,,,0,"Pharmaceutical & Life Sciences, Financial Services, Private, Corporate, B2B",Private,2007 (17 yrs old),501-1000,,http://www.celonlabs.com/,Corporate,Medium
Mawai Infotech,3.8,(68 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,1998 (26 yrs old),51-200,,https://www.mawai.com,Corporate,Small
Mahindra First Choice,3.8,(736 reviews),10.9K followers ,"Automobile, Internet, Private, Corporate, B2C, Soonicorn",Private,1994 (30 yrs old),501-1000,,,Corporate,Medium
OmniActive Health Technologies,3.6,(176 reviews),0,"Fitness & Wellness, Food Processing, Internet, Public, Corporate, B2C",Public,2004 (20 yrs old),201-500,,http://www.omniactives.com,Corporate,Medium
Gadgetshieldz,4.2,(17 reviews),0,"Internet, Private, Corporate, B2C, E-commerce",Private,2009 (15 yrs old),Nov-50,,,Corporate,Small
Biz2Credit,3.6,(219 reviews),16.9K followers ,"Financial Services, Private, Corporate, B2B",Private,2007 (17 yrs old),201-500,"New York, United States (USA)",https://www.biz2credit.com/,Corporate,Medium
Haldyn Glass,4.1,(43 reviews),0,"Packaging & Containers, Building Material, Public, Corporate, B2C",Public,1991 (33 yrs old),201-500,,http://www.haldynglass.com/,Corporate,Medium
Melstar Information Technologies,,,0,"IT Services & Consulting, Public, Corporate, B2C, B2B",Public,1986 (38 yrs old),201-500,,http://www.melstar.com/,Corporate,Medium
Faze Three,3.8,(87 reviews),0,"Textile & Apparel, Public, Corporate, B2C",Public,1982 (42 yrs old),501-1000,,https://www.fazethree.com/,Corporate,Medium
G Plast,3.7,(87 reviews),0,"Electronics Manufacturing, Private, Corporate, B2B",Private,1984 (40 yrs old),51-200,"Coimbatore, Tamil Nadu",http://www.gplast.com/,Corporate,Small
Space Matrix Design Consultants,3.7,(103 reviews),0,"Real Estate, Private, Corporate, B2B",Private,2001 (23 yrs old),501-1000,,http://www.spacematrix.com,Corporate,Medium
Nagarjuna Construction Company (NCC),4.2,(3.2K reviews),19.5K followers ,"Engineering & Construction, Public, Corporate, B2C, B2B, Conglomerate",Public,1998 (26 yrs old),5001-10000, Hyderabad,http://www.ncclimited.com,Corporate,Medium
NRB BEARINGS,4.2,(500 reviews),0,"Auto Components, Industrial Equipment / Machinery, Public, Corporate, B2B",Public,1965 (59 yrs old),1001-5000,,http://www.nrbbearings.com,Corporate,Medium
Walking Tree,3.9,(183 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2008 (16 yrs old),51-200,"Hyderabad / Secunderabad, Telangana",https://walkingtree.tech/,Corporate,Small
Kan Biosys,,,0,"Biotechnology, Private, Corporate, B2B",Private,2005 (19 yrs old),51-200,,,Corporate,Small
Macpower,,,0,"Industrial Equipment / Machinery, Public, Corporate, B2B",Public,2003 (21 yrs old),201-500,,http://www.macpowercnc.com,Corporate,Medium
Wealth Clinic,,,0,"Real Estate, Private, Corporate, B2C",Private,2012 (12 yrs old),501-1000,,https://wealth-clinic.com,Corporate,Medium
Vlink,4.0,(74 reviews),0,"IT Services & Consulting, Emerging Technologies, Private, Corporate, B2B",Private,2006 (18 yrs old),501-1000,,http://www.vlinkinfo.com,Corporate,Medium
Buddy4Study,,,149 followers ,"e-Learning / EdTech, Internet, Private, Corporate, B2C, Minicorn",Private,2011 (13 yrs old),Nov-50,,,Corporate,Small
Shiv Nadar University,4.4,(79 reviews),2.5K followers ,"Education / Training, Private, Corporate, B2C",Private,2011 (13 yrs old),201-500,,http://www.snu.edu.in,Corporate,Medium
ICCS,,,0,"BPO / Call Centre, LLP, Corporate, B2C, B2B",Private,2005 (19 yrs old),1001-5000,Noida,https://www.iccs-bpo.com/,Corporate,Medium
Skets Studio,4.2,(165 reviews),0,"Architecture / Interior Design, Private, Corporate, B2B",Private,2005 (19 yrs old),501-1000,,http://www.sketsstudio.com,Corporate,Medium
Team Thai,3.6,(49 reviews),0,"FMCG, Private, Corporate, B2C, B2B",Private,1984 (40 yrs old),201-500,,http://teamthai.in/,Corporate,Medium
Logicon Technosolutions,4.6,(29 reviews),0,"Industrial Automation, Private, Corporate, B2B",Private,2004 (20 yrs old),51-200,,https://www.logicontech.com,Corporate,Small
Step By Step School,4.5,(40 reviews),0,"Education / Training, Private, Corporate, B2C",Private,1997 (27 yrs old),51-200,,http://www.stepbystep.education,Corporate,Small
SPI CINEMAS,4.7,(69 reviews),0,"Film / Music / Entertainment, Private, Corporate, B2C, B2B",Private,1991 (33 yrs old),201-500,,https://www.spicinemas.in/,Corporate,Medium
DTC Projects,3.8,(133 reviews),0,"Real Estate, Architecture / Interior Design, Financial Services, Metals & Mining, Courier / Logistics, Private, Corporate, B2C, B2B",Private,1970 (54 yrs old),51-200,"Calcutta, India",https://www.dtcgroup.in/,Corporate,Small
Isolve Technologies,,,0,"IT Services & Consulting, Software Product, Private, Corporate, B2B",Private,2004 (20 yrs old),501-1000,"Chennai, India",https://isolveglobal.com/,Corporate,Medium
Scintilla Kreations,,,0,"Advertising & Marketing, Private, Corporate, B2B",Private,2005 (19 yrs old),51-200,,https://www.scintilladigi.com/,Corporate,Small
Aimil,,,0,"Pharmaceutical & Life Sciences, Engineering & Construction, Private, Corporate, B2B",Private,1932 (92 yrs old),501-1000,,https://www.aimil.com/,Corporate,Medium
The George Telegraph Training Institute (GTTI),,,0,"Education / Training, Private, Corporate, B2C",Private,1920 (104 yrs old),1001-5000,,https://www.georgetelegraph.org/,Corporate,Medium
RG Stone Urology & Laparoscopy Hospital,4.5,(162 reviews),0,"Medical Services / Hospital, Private, Corporate, B2C",Private,1986 (38 yrs old),201-500,,http://www.rghospitals.com,Corporate,Medium
ClearTrail Technologies,3.8,(58 reviews),0,"Emerging Technologies, IT Services & Consulting, Private, Corporate, B2B",Private,2001 (23 yrs old),201-500,,http://www.clear-trail.com,Corporate,Medium
SRV Media,,,0,"Advertising & Marketing, Private, Corporate",Private,2011 (13 yrs old),201-500,"Pune, India",https://www.srvmedia.com/about-us/,Corporate,Medium
Sri Chaitanya Educational Institutions,3.8,(811 reviews),0,"Education / Training, Private, Corporate, B2C",Private,1986 (38 yrs old),1001-5000,,https://srichaitanya.net/,Corporate,Medium
Kauvery Hospital,4.0,(289 reviews),330 followers ,"Medical Services / Hospital, Public, Corporate, B2C",Public,1999 (25 yrs old),1001-5000,"Chennai, India",http://www.kauveryhospital.com,Corporate,Medium
Viaante Business Solutions,,,0,"BPO / Call Centre, Financial Services, Telecom / ISP, Medical Services / Hospital, IT Services & Consulting, Management Consulting, Private, Corporate, B2B",Private,2011 (13 yrs old),501-1000,"Mumbai, Maharashtra",http://www.viaante.com,Corporate,Medium
Asian Contec,3.6,(17 reviews),0,"Industrial Equipment / Machinery, Engineering & Construction, Public, Corporate, B2B",Public,1983 (41 yrs old),Nov-50,,https://www.stanlay.in,Corporate,Small
Brainstorm Force,4.6,(11 reviews),0,"IT Services & Consulting, Advertising & Marketing, Private, Corporate, B2B",Private,2009 (15 yrs old),Nov-50,,http://www.brainstormforce.com,Corporate,Small
Irisidea,4.5,(5 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2010 (14 yrs old),Nov-50,,https://www.irisidea.com,Corporate,Small
The Digital Group Infotech,3.7,(85 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,1999 (25 yrs old),501-1000,,https://www.thedigitalgroup.com,Corporate,Medium
IKF Finance,3.9,(265 reviews),0,"NBFC, Public, Corporate, B2C, B2B",Public,1991 (33 yrs old),1001-5000,,,Corporate,Medium
Somic ZF Components,4.2,(238 reviews),0,"Auto Components, Iron & Steel, Industrial Equipment / Machinery, Private, Corporate, B2B",Private,1995 (29 yrs old),201-500,,http://www.somiczfindia.com/#top,Corporate,Medium
Pharmaffiliates,,,0,"Pharmaceutical & Life Sciences, Analytics / KPO / Research, Private, Corporate, B2C, B2B",Private,2006 (18 yrs old),51-200,,https://www.pharmaffiliates.com/,Corporate,Small
Ray Business Technologies,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2008 (16 yrs old),201-500,,https://www.raybiztech.com/,Corporate,Medium
Procon India,,,0,"Oil & Gas, Recruitment / Staffing, Private, Corporate, B2B",Private,1993 (31 yrs old),51-200,,http://www.proconIndia.com,Corporate,Small
Tekzee,4.8,(7 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2001 (23 yrs old),51-200,,http://www.tekzee.com,Corporate,Small
Sasken Technologies,,,3.2K followers ,"IT Services & Consulting, Telecom / ISP, Analytics / KPO / Research, Engineering & Construction, Public, Corporate, B2B",Public,1989 (35 yrs old),1001-5000, Bengaluru,https://www.sasken.com/,Corporate,Medium
Merlinhawk Aerospace,3.6,(20 reviews),0,"Defence & Aerospace, Industrial Equipment / Machinery, Urban Transport, Private, Corporate, B2B",Private,2002 (22 yrs old),51-200,,http://www.merlinhawkaerospace.com,Corporate,Small
CMARIX TechnoLabs,4.2,(18 reviews),0,"IT Services & Consulting, Analytics / KPO / Research, Private, Corporate, B2B",Private,2009 (15 yrs old),51-200,,https://www.cmarix.com/,Corporate,Small
Wildlife SOS,,,0,"NGO / Social Services / Industry Associations, NGO/NPO, Corporate, B2C, B2B",NGO/NPO,1995 (29 yrs old),51-200,,,Corporate,Small
Kirloskar Oil Engines (KOEL),4.2,(832 reviews),639 followers ,"Industrial Equipment / Machinery, Public, Corporate, Indian MNC, B2C, B2B",Public,1946 (78 yrs old),1001-5000,"Pune, Maharashtra",http://koel.kirloskar.com/,Corporate,Medium
Fountainhead School (FS),4.3,(31 reviews),0,"Education / Training, NGO/NPO, Corporate, B2C",NGO/NPO,2005 (19 yrs old),501-1000,,https://www.fountainheadschools.org,Corporate,Medium
Ecosmob Technologies,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2006 (18 yrs old),51-200,,http://www.ecosmob.com,Corporate,Small
Duroply Industries,4.3,(60 reviews),0,"Building Material, Public, Corporate, B2C, B2B",Public,1957 (67 yrs old),201-500,,http://www.duroply.in,Corporate,Medium
Piaggio,3.7,(859 reviews),2.7K followers ,"Automobile, Private, Corporate, B2C",Private,1884 (140 yrs old),1001-5000,,http://www.piaggio-cv.co.in/,Corporate,Medium
Zorba the Buddha,,,0,"NGO / Social Services / Industry Associations, NGO/NPO, Corporate, B2C",NGO/NPO,2008 (16 yrs old),Nov-50,,,Corporate,Small
KisanKraft Machine Tools,4.0,(191 reviews),0,"Industrial Equipment / Machinery, Agriculture / Forestry / Fishing, Private, Corporate, B2B",Private,2005 (19 yrs old),51-200,,https://www.kisankraft.com/,Corporate,Small
Eccentric Engine,3.6,(11 reviews),0,"Emerging Technologies, Private, Corporate, B2B",Private,2012 (12 yrs old),Nov-50,,https://eccentricengine.com/,Corporate,Small
Kimia Biosciences,,,0,"Pharmaceutical & Life Sciences, Private, Corporate, B2B",Private,1993 (31 yrs old),201-500,,http://www.kimiabiosciences.com,Corporate,Medium
Paramatrix Technologies,4.4,(162 reviews),0,"Software Product, Private, Corporate, B2B",Private,2004 (20 yrs old),1001-5000,,http://www.paramatrix.com,Corporate,Medium
VMAX India,4.7,(13 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2008 (16 yrs old),01-Oct,,https://vmaxindia.com/,Corporate,Small
Indian Mesh,,,0,"Hardware & Networking, IT Services & Consulting, Private, Corporate, B2B",Private,2011 (13 yrs old),51-200,,https://www.indianmesh.com/,Corporate,Small
Chrysalis High,4.6,(228 reviews),0,"Education / Training, Private, Corporate, B2C",Private,2010 (14 yrs old),51-200,,https://www.chrysalishigh.com/,Corporate,Small
Udgam School for Children,4.1,(16 reviews),0,"e-Learning / EdTech, Education / Training, Private, Corporate, B2C",Private,1965 (59 yrs old),51-200,,http://udgamschool.com,Corporate,Small
Apis India,4.0,(116 reviews),0,"Food Processing, Hardware & Networking, Software Product, Public, Corporate, B2C, B2B",Public,1924 (100 yrs old),201-500,,http://www.apisindia.com/,Corporate,Medium
Tagros Chemicals India,3.8,(306 reviews),0,"Fertilizers / Pesticides / Agro chemicals, Chemicals, Private, Corporate, B2B",Private,2004 (20 yrs old),501-1000,,,Corporate,Medium
Meghmani Organics,3.9,(338 reviews),0,"Chemicals, Public, Corporate, B2B",Public,1986 (38 yrs old),1001-5000,,http://www.meghmani.com/,Corporate,Medium
Transsion,4.2,(544 reviews),0,"Consumer Electronics & Appliances, Analytics / KPO / Research, Public, Corporate, B2C, B2B",Public,2006 (18 yrs old),1001-5000,,http://www.transsion.com,Corporate,Medium
Elite Wealth Advisors,3.7,(37 reviews),0,"Financial Services, Private, Corporate, B2C, B2B",Private,1990 (34 yrs old),501-1000,,http://www.elitewealth.in,Corporate,Medium
Aerial Telecom Solutions (ATS),4.4,(806 reviews),0,"Telecom / ISP, Private, Corporate, B2C, B2B",Private,2010 (14 yrs old),5001-10000,"Mohali, Punjab",https://aerialtelecom.in/,Corporate,Medium
V3Cube,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2005 (19 yrs old),Nov-50,,https://www.v3cube.com,Corporate,Small
Anvita Tours2Health,,,0,"Advertising & Marketing, Private, Corporate, B2B",Private,2009 (15 yrs old),Nov-50,,http://www.tours2health.org,Corporate,Small
ANR Software,4.3,(191 reviews),0,"IT Services & Consulting, Software Product, Private, Corporate, B2B",Private,2004 (20 yrs old),201-500,"Noida, India",,Corporate,Medium
DHARAMPAL PREMCHAND (BABA),4.3,(313 reviews),0,"FMCG, Private, Corporate, B2C",Private,1929 (95 yrs old),201-500,,http://www.baba.in,Corporate,Medium
Lopez Design,,,0,"Design, Private, Corporate, B2C",Private,1997 (27 yrs old),Nov-50,,http://www.lopezdesign.com,Corporate,Small
C D Integrated Services,,,0,"Investment Banking / Venture Capital / Private Equity, Public, Corporate, B2B",Public,1999 (25 yrs old),51-200,,http://www.cdintegrated.com,Corporate,Small
Kama Ayurveda,4.0,(138 reviews),1K followers ,"Beauty & Personal Care, Retail, Private, Corporate, B2C",Private,2002 (22 yrs old),51-200,,,Corporate,Small
Niyogin Fintech,3.6,(35 reviews),0,"Financial Services, Public, Corporate, B2B",Public,2017 (7 yrs old),51-200,,http://www.niyogin.in,Corporate,Small
Vimta Labs,,,0,"Miscellaneous, Analytics / KPO / Research, Public, Corporate, B2B",Public,1984 (40 yrs old),1001-5000,,https://www.vimta.com,Corporate,Medium
Aimil,,,0,"Pharmaceutical & Life Sciences, Engineering & Construction, Private, Corporate, B2B",Private,1932 (92 yrs old),501-1000,,https://www.aimil.com/,Corporate,Medium
HM Constructions,3.8,(87 reviews),0,"Engineering & Construction, Real Estate, Corporate, B2C, B2B",,1991 (33 yrs old),501-1000,,http://www.hmconstructions.com,Corporate,Medium
Edataindia,3.8,(20 reviews),0,"BPO / Call Centre, Private, Corporate, B2B",Private,2006 (18 yrs old),Nov-50,,http://www.edataindia.com/,Corporate,Small
Kay Jay Forgings,3.9,(139 reviews),0,"Auto Components, Automobile, Import & Export, Private, Corporate, B2B",Private,1988 (36 yrs old),201-500,,http://www.kayjayforgings.com,Corporate,Medium
Fortis,4.1,(1.9K reviews),62.8K followers ,"Medical Services / Hospital, Public, Corporate, B2C",Public,1996 (28 yrs old),10001-50000,,http://www.fortishealthcare.com/,Corporate,Large
